video_index,comment_count,view_count,like_count,title,description,channel,tags,categories,duration
1,295000,18270143,903187,Reacting to the Five Nights at Freddy's Movie Trailer,"Trailer: https://www.youtube.com/watch?v=0VH9WCFV6XQ

Join ► http://bit.ly/1vKSGtU
Tiktok ► https://www.tiktok.com/@notcoryxkenshin
Twitter ► https://twitter.com/coryxkenshin
Instagram ► http://instagram.com/coryxkenshin

Music:
https://www.youtube.com/user/myuuji
https://incompetech.com/music/royalty-free/music.html

Jesus said to love one another and that we should be servants to each other, so I would ask that you all do that in the comment section. Be respectful. We are a community. That means more to me than anything. Thank you.

~CK

#coryxkenshin #fnaf",CoryxKenshin,,Gaming,423
2,100000,3969031,449915,30,"this video has no purpose other than for me to look back on 
thanks for being here
thanks for listening",CoryxKenshin,30 coryxkenshin cory kenshin birthday 2022 reminisce high school college talk vlog,Gaming,475
3,29000,4555735,373542,I Can't Hide This Any Longer,"https://coryxkenshin.com GOGOGOGO BEFORE IT SELLS OUT
https://coryxkenshin.com 
https://coryxkenshin.com
https://coryxkenshin.com
https://coryxkenshin.com

Song by Park: https://www.youtube.com/watch?v=CXOfiQhpXCM
Instrumental: https://www.youtube.com/watch?v=YNHSDDT3REE",CoryxKenshin,i cant hide this any longer cant hide this any longer coryxkenshin cory kenshin merch 2022 neo shogun collection,Gaming,937
4,130000,10211898,876158,Deleting My YouTube Channel.,Promise broken. Thank you for everything.,CoryxKenshin,deleting my youtube channel coryxkenshin cory kenshin 2022 delete deletion losing getting rid of resident evil village re8 upload failed challenge,Gaming,1159
5,94000,10396076,1181262,YouTube: Racism and Favoritism,Never in a million years did I think I would upload a video like this but here we are.,CoryxKenshin,youtube favoritism and racism coryxkenshin cory kenshin black youtube black unfair discrimination age restriction 2022,Gaming,838
6,188000,8220902,1011249,To The Samurai Community,"Hey, it's good to see you. This video is an open and sincere conversation about the state of the community, some issues I've seen within it, and my gratitude towards you all.",CoryxKenshin,coryxkenshin cory kenshin is back returns to the samurai community vlog 2022,Gaming,1434
7,33000,3977696,375979,I have an announcement. [10 MIL MERCH COLLECTION],"GOGOGOGO. https://coryxkenshin.com 
ANY OTHER WEBSITE SELLING CORY MERCH IS A SCAM.
https://coryxkenshin.com
https://coryxkenshin.com
https://coryxkenshin.com
https://coryxkenshin.com",CoryxKenshin,i have have an announcement coryxkenshin cory kenshin merch 10 million celebration collection represent vlog inspiration samurai shogun tribe game,People & Blogs,912
8,32000,3627802,422430,No Limits,"TL;DR - YOU HAVE NO LIMITS IN LIFE.

Join ► http://bit.ly/1vKSGtU
Twitter ► https://twitter.com/coryxkenshin
Instagram ► http://instagram.com/coryxkenshin
Official CoryxKenshin Merch ►
www.coryxkenshin.com

Jesus said to love one another and that we should be servants to each other, so I would ask that you all do that in the comment section. Be respectful. We are a community. That means more to me than anything. Thank you.

~CK

#coryxkenshin",CoryxKenshin,no limits coryxkenshin cory kenshin vlog talk speech inspiration youtuber 2021,People & Blogs,839
9,68000,5034797,619458,YouTube Gave Me A Strike & Won't Tell Me Why,Sorry to be a downer today but this is an issue with YouTube that needs to be discussed. This is a dialogue between creator and platform about communication or should I say lack thereof.,CoryxKenshin,youtube gave me strike and wont tell why discussion yt communication no coryxkenshin cory kenshin channel community guideline guidelines copyright strikes child safety,Gaming,669
11,440000,11916433,890001,9 Million. The Home Stretch.,This one is bittersweet. Thank you.,CoryxKenshin,,Gaming,525
12,42000,7323503,393342,AFK Arena,"Download AFK Arena free: http://www.inflcr.co/SH5hg
Thanks AFK Arena for sponsoring this video!

Join The Samurai ► http://bit.ly/1vKSGtU
That Twitter Tho? ► https://twitter.com/coryxkenshin
Facebook ► https://www.facebook.com/CoryxKenshin
Instagram ► http://instagram.com/coryxkenshin

Get some CORYXKENSHIN GEAR! ►
http://coryxkenshin.spreadshirt.com/
http://coryxkenshin.spreadshirt.co.uk/

Outro By:
https://twitter.com/GrittySugar - Animation
https://www.youtube.com/channel/UCf5ATQg8F0Hufd1Q3qIIlUg
_________
KrpticUnknown - Beat https://www.youtube.com/channel/UCN02STjig103n6Tdg077etA

Music:
https://www.youtube.com/user/myuuji
https://incompetech.com/music/royalty-free/music.html

-- SEND A BROTHA STUFFS --
PO BOX 3089
Farmington Hills, MI 48333

Jesus said to love one another and that we should be servants to each other, so I would ask that you all do that in the comment section. That means more to me than anything. Thank you.

~CK

#coryxkenshin #AFKArena",CoryxKenshin,afk arena afk arena mobile game new gameplay mode war of wits war of wits lets play playthrough walkthrough mobile game games best coryxkenshin cory kenshin funny hilarious moments edits skit,Gaming,857
13,13000,5719050,410644,CoryxKenshin Live Stream for Charity: Water 2020,"https://tiltify.com/@coryxkenshin/coryxkenshin-charity-water-2020/donate
https://tiltify.com/@coryxkenshin/coryxkenshin-charity-water-2020/donate
https://tiltify.com/@coryxkenshin/coryxkenshin-charity-water-2020/donate",CoryxKenshin,,Gaming,21586
14,33000,2052807,315121,I Need Your Help,"https://tiltify.com/@coryxkenshin/coryxkenshin-charity-water-2020/donate
https://tiltify.com/@coryxkenshin/coryxkenshin-charity-water-2020/donate
https://tiltify.com/@coryxkenshin/coryxkenshin-charity-water-2020/donate
https://tiltify.com/@coryxkenshin/coryxkenshin-charity-water-2020/donate
https://tiltify.com/@coryxkenshin/coryxkenshin-charity-water-2020/donate
More info: https://tiltify.com/charity-water/one-week-for-water",CoryxKenshin,charity water need your help charity water 2020 one week for clean coryxkenshin cory kenshin,People & Blogs,148
15,47000,5203718,362165,RIP ETIKA,"THE WORLD IS NOT BETTER WITHOUT YOU.

Click here: http://www.buddy-project.org/hotlines",CoryxKenshin,rip etika 2019 mental illness health awareness coryxkenshin,People & Blogs,449
16,15000,5079832,197828,The ULTIMATE FAST FOOD Tier List (most correct on youtube),"THE FAST FOOD TIER LIST TO RULE THEM ALL.

Join The Samurai ► http://bit.ly/1vKSGtU
That Twitter Tho? ► https://twitter.com/coryxkenshin
Facebook ► https://www.facebook.com/CoryxKenshin
Instagram ► http://instagram.com/coryxkenshin

Get some CORYXKENSHIN GEAR! ►
http://coryxkenshin.spreadshirt.com/
http://coryxkenshin.spreadshirt.co.uk/

Outro By:
https://twitter.com/GrittySugar - Animation
https://www.youtube.com/channel/UCf5ATQg8F0Hufd1Q3qIIlUg
_
KrpticUnknown - Beat https://www.youtube.com/channel/UCN02STjig103n6Tdg077etA

Music:
https://www.youtube.com/user/myuuji
https://incompetech.com/music/royalty-free/music.html

-- SEND A BROTHA STUFFS --
PO BOX 3089
Farmington Hills, MI 48333

Jesus said to love one another and that we should be servants to each other, so I would ask that you all do that in the comment section. That means more to me than anything. Thank you.

~CK

#coryxkenshin #tierlist",CoryxKenshin,tierlist fast food tier list funny hilarious coryxkenshin cory kenshin vlog 2019 mcdonalds burger king kfc youtuber,Entertainment,288
17,71000,5301043,215498,WHAT WENT WRONG SONIC MOVIE,"...smh....
https://www.youtube.com/watch?v=r7QkMpYPJpE

Join The Samurai ► http://bit.ly/1vKSGtU
That Twitter Tho? ► https://twitter.com/coryxkenshin
Facebook ► https://www.facebook.com/CoryxKenshin
Instagram ► http://instagram.com/coryxkenshin

Get some CORYXKENSHIN GEAR! ►
http://coryxkenshin.spreadshirt.com/
http://coryxkenshin.spreadshirt.co.uk/

Outro By:
https://twitter.com/GrittySugar - Animation
https://www.youtube.com/channel/UCf5ATQg8F0Hufd1Q3qIIlUg
_
KrpticUnknown - Beat https://www.youtube.com/channel/UCN02STjig103n6Tdg077etA

Music:
https://www.youtube.com/user/myuuji
https://incompetech.com/music/royalty-free/music.html

-- SEND A BROTHA STUFFS --
PO BOX 3089
Farmington Hills, MI 48333

Jesus said to love one another and that we should be servants to each other, so I would ask that you all do that in the comment section. That means more to me than anything. Thank you.

~CK

#coryxkenshin #sonic",CoryxKenshin,what went wrong with sonic movie the hedgehog 2019 funny hilarious trailer reaction memes edits coryxkenshin cory kenshin review fail,Gaming,563
18,15000,1392692,114384,Went to a funeral today.,"Thanks for your patience guys.

Join The Samurai ► http://bit.ly/1vKSGtU
That Twitter Tho? ► https://twitter.com/coryxkenshin
Facebook ► https://www.facebook.com/CoryxKenshin
Instagram ► http://instagram.com/coryxkenshin

Get some CORYXKENSHIN GEAR! ►
http://coryxkenshin.spreadshirt.com/
http://coryxkenshin.spreadshirt.co.uk/

Outro By:
https://twitter.com/GrittySugar - Animation
https://www.youtube.com/channel/UCf5ATQg8F0Hufd1Q3qIIlUg
_
KrpticUnknown - Beat https://www.youtube.com/channel/UCN02STjig103n6Tdg077etA

Music:
https://www.youtube.com/user/myuuji
https://incompetech.com/music/royalty-free/music.html

-- SEND A BROTHA STUFFS --
PO BOX 3089
Farmington Hills, MI 48333

Jesus said to love one another and that we should be servants to each other, so I would ask that you all do that in the comment section. That means more to me than anything. Thank you.

~CK

#coryxkenshin",CoryxKenshin,went to funeral today coryxkenshin cory kenshin vlog 2019 streak youtuber,People & Blogs,137
19,7100,1222573,73477,went to see ENDGAME and couldn’t upload,SSS on either Monday or Tuesday. Day 89 BOI’S. Hope you have a good Saturday,CoryxKenshin,coryxkenshin cory kenshin endgame avengers movie no spoilers vlog 2019 LA funny premier hilarious,Gaming,113
21,22000,1304551,111288,I might need to take a break,Day 79. Thanks for understanding guys.,CoryxKenshin,i might might need to take take a break day streak samurai coryxkenshin cory kenshin vlog 2019,Gaming,316
22,11000,2406927,145244,my shortest video ever,"working on collabs, trust me the wait is going to be worth it",CoryxKenshin,my shortest video ever coryxkenshin cory kenshin streak collabs working on,Gaming,28
23,25000,1613777,104812,.....,day 74. code yellow.,CoryxKenshin,,People & Blogs,99
24,32000,20888120,909680,WEIRDEST TV COMMERCIALS EVER,"What.. in the world are these weird commercials.

Join The Samurai ► http://bit.ly/1vKSGtU
That Twitter Tho? ► https://twitter.com/coryxkenshin
Facebook ► https://www.facebook.com/CoryxKenshin
Instagram ► http://instagram.com/coryxkenshin

Get some CORYXKENSHIN GEAR! ►
http://coryxkenshin.spreadshirt.com/
http://coryxkenshin.spreadshirt.co.uk/

Outro By:
https://twitter.com/GrittySugar - Animation
https://www.youtube.com/channel/UCf5ATQg8F0Hufd1Q3qIIlUg
_
KrpticUnknown - Beat https://www.youtube.com/channel/UCN02STjig103n6Tdg077etA

Music:
https://www.youtube.com/user/myuuji
https://incompetech.com/music/royalty-free/music.html

-- SEND A BROTHA STUFFS --
PO BOX 3089
Farmington Hills, MI 48333

Jesus said to love one another and that we should be servants to each other, so I would ask that you all do that in the comment section. That means more to me than anything. Thank you.

~CK

#coryxkenshin",CoryxKenshin,weird weirdest tv television commercials ads ever top strange mio drink mcdonalds brazil sonic funny hilarious reactions reaction memes edits woah coryxkenshin cory kenshin viral,Comedy,980
25,10000,1191121,108164,C O D E O R A N G E,"Hey guys, was busy today so here to tell you the streak is MAINTAINED. And I will see you tomorrow with Spooky Scary Sunday.",CoryxKenshin,code red codered orange coryxkenshin cory kenshins streak maintained upload funny hilarious moments vlog,Gaming,82
26,9100,1044325,90174,C O D E R E D,"DAY 51: Was a C O D E R E D 
Beat: https://www.youtube.com/watch?v=4Ek5yhZIc5g",CoryxKenshin,CORYXKENSHIN coryxkenshin code red code red,People & Blogs,63
27,53000,3414484,256659,Who is YOUR favorite YouTuber?,"Today, I felt like trying to pinpoint who EXACTLY is my favorite YouTuber. The task, however, turned out to be tougher than I thought it would be...

Channels I Mentioned:
Berleezy: https://www.youtube.com/channel/UCp1VWSTrt2cUBInkn4dUmDA
NDTitanLady: https://www.youtube.com/user/ndtitanlady
Nigahiga: https://www.youtube.com/user/nigahiga
KevJumba: https://www.youtube.com/user/kevjumba
Yamimash: https://www.youtube.com/user/yamimash
Markiplier: https://www.youtube.com/user/markiplierGAME
CommunityChannel: https://www.youtube.com/user/communitychannel
Dashie: https://www.youtube.com/user/DashieGames
MrCreepyPasta: https://www.youtube.com/user/MrCreepyPasta
CreepsMcPasta: https://www.youtube.com/user/CreepsMcPasta
KubzScouts: https://www.youtube.com/user/thekubzscouts
Yub: https://www.youtube.com/user/YuB
8BitRyan: https://www.youtube.com/channel/UCx8vbgWs666cAS7wsKos5sA
John Wolfe: https://www.youtube.com/user/HarshlyCritical
Razzbowski: https://www.youtube.com/user/Razzbowski
Dawko: https://www.youtube.com/user/dawkosgames
TearofGrace: https://www.youtube.com/user/TearofGrace
Retromation: https://www.youtube.com/user/Retromation
TheeGreg: https://www.youtube.com/channel/UCYMQriJuhre5F8mlGJSYs8g
Kaylalash: https://www.youtube.com/channel/UChiNYXDDgjCVONSbJGOJifw
GlamTwinz: https://www.youtube.com/user/glamtwinz334

Retromation video to RAID: https://www.youtube.com/watch?v=bEQMFOjAIhU&t=5s

Join The Samurai ► http://bit.ly/1vKSGtU
That Twitter Tho? ► https://twitter.com/coryxkenshin
Facebook ► https://www.facebook.com/CoryxKenshin
Instagram ► http://instagram.com/coryxkenshin

Get some CORYXKENSHIN GEAR! ►
http://coryxkenshin.spreadshirt.com/
http://coryxkenshin.spreadshirt.co.uk/

Outro By:
https://twitter.com/GrittySugar - Animation
https://www.youtube.com/channel/UCf5ATQg8F0Hufd1Q3qIIlUg
_
KrpticUnknown - Beat https://www.youtube.com/channel/UCN02STjig103n6Tdg077etA

Music:
https://www.youtube.com/user/myuuji
https://incompetech.com/music/royalty-free/music.html

-- SEND A BROTHA STUFFS --
PO BOX 3089
Farmington Hills, MI 48333

Jesus said to love one another and that we should be servants to each other, so I would ask that you all do that in the comment section. That means more to me than anything. Thank you.

~CK

#coryxkenshin",CoryxKenshin,who is your favorite youtuber 2019 vlog my coryxkenshin cory kenshin funny hilarious moments reaction meme edits channel review who is your favorite youtuber fav black white orange doesnt matter,People & Blogs,1539
28,14000,1050112,92551,I'm really tired today,SEE YOU TOMORROW WITH SSS.,CoryxKenshin,im just really tired today vlog coryxkenshin cory kenshin upload streak MAINTAINED boi lol youtuber 2019 tags are what make you relevant so here tages oops,People & Blogs,325
29,12000,963445,103373,I Had A Bad Day Today,"good talk good talk

Join The Samurai ► http://bit.ly/1vKSGtU
That Twitter Tho? ► https://twitter.com/coryxkenshin
Facebook ► https://www.facebook.com/CoryxKenshin
Instagram ► http://instagram.com/coryxkenshin

Get some CORYXKENSHIN GEAR! ►
http://coryxkenshin.spreadshirt.com/
http://coryxkenshin.spreadshirt.co.uk/

Outro By:
https://twitter.com/GrittySugar - Animation
https://www.youtube.com/channel/UCf5ATQg8F0Hufd1Q3qIIlUg
_
KrpticUnknown - Beat https://www.youtube.com/channel/UCN02STjig103n6Tdg077etA

Music:
https://www.youtube.com/user/myuuji
https://incompetech.com/music/royalty-free/music.html

-- SEND A BROTHA STUFFS --
PO BOX 3089
Farmington Hills, MI 48333

Jesus said to love one another and that we should be servants to each other, so I would ask that you all do that in the comment section. That means more to me than anything. Thank you.

~CK

#coryxkenshin",CoryxKenshin,had i had a bad day today coryxkenshin cory kenshin vlog talk 2019 upload streak much wow,People & Blogs,245
30,9100,929861,71267,BEING SINGLE ON VALENTINE'S DAY (Tips And Tricks),u welcom,CoryxKenshin,valentines day happy valentines day 2019 tips and tricks coryxkenshin cory kenshin funny hilarious how to handle being single on,People & Blogs,4
31,17000,1589425,135423,YOUTUBE SENT ME A PACKAGE,"I thank God for you guys. Thanks for the support in my having the coolest job ever - packed with perks like getting sent stuff from BIG BOSS YOUTUBE.

Join The Samurai ► http://bit.ly/1vKSGtU
That Twitter Tho? ► https://twitter.com/coryxkenshin
Facebook ► https://www.facebook.com/CoryxKenshin
Instagram ► http://instagram.com/coryxkenshin

Get some CORYXKENSHIN GEAR! ►
http://coryxkenshin.spreadshirt.com/
http://coryxkenshin.spreadshirt.co.uk/

Outro By:
https://twitter.com/GrittySugar - Animation
https://www.youtube.com/channel/UCf5ATQg8F0Hufd1Q3qIIlUg
_
KrpticUnknown - Beat https://www.youtube.com/channel/UCN02STjig103n6Tdg077etA

Music:
https://www.youtube.com/user/myuuji
https://incompetech.com/music/royalty-free/music.html

-- SEND A BROTHA STUFFS --
PO BOX 3089
Farmington Hills, MI 48333

Jesus said to love one another and that we should be servants to each other, so I would ask that you all do that in the comment section. That means more to me than anything. Thank you.

~CK

#coryxkenshin #youtube",CoryxKenshin,youtube sent me a package package coryxkenshin cory kenshin suitcase luggage funny hilarious meme edits picture comments swag gear merch,People & Blogs,422
32,9000,565379,63269,The CoryxKenshin Contest of 2019,"WE NEED SOME FIIIIRRRRREEE ARTISTS.
Submit your t-shirt designs here:
ckart2019@gmail(DOT)com

Merch: http://coryxkenshin.spreadshirt.com/",CoryxKenshin,the coryxkenshin contest of 2019 tshirt design competition funny hilarious cory kenshin artists,Gaming,132
33,56000,1126776,133522,My First Video of 2019,"Consistency.

Join The Samurai ► http://bit.ly/1vKSGtU
That Twitter Tho? ► https://twitter.com/coryxkenshin
Facebook ► https://www.facebook.com/CoryxKenshin
Instagram ► http://instagram.com/coryxkenshin

Get some CORYXKENSHIN GEAR! ►
http://coryxkenshin.spreadshirt.com/
http://coryxkenshin.spreadshirt.co.uk/

Outro By:
https://twitter.com/GrittySugar - Animation
https://www.youtube.com/channel/UCf5ATQg8F0Hufd1Q3qIIlUg
_________
KrpticUnknown - Beat https://www.youtube.com/channel/UCN02STjig103n6Tdg077etA

Music:
https://www.youtube.com/user/myuuji
https://incompetech.com/music/royalty-free/music.html
KrpticUnknown: https://www.youtube.com/channel/UCN02STjig103n6Tdg077etA

-- SEND A BROTHA STUFFS --
PO BOX 3089
Farmington Hills, MI 48333

Jesus said to love one another and that we should be servants to each other, so I would ask that you all do that in the comment section. That means more to me than anything. Thank you.

~CK",CoryxKenshin,my first video of 2019 where is coryxkenshin cory kenshin when left youtube gone missing break burnt out vlog consistency,People & Blogs,413
34,73000,2206199,378944,My Channel Is Dead.,"Let's talk about how dead my channel has been in 2018. Have a seat, with something formal on please.

Join The Samurai ► http://bit.ly/1vKSGtU
That Twitter Tho? ► https://twitter.com/coryxkenshin
Facebook ► https://www.facebook.com/CoryxKenshin
Instagram ► http://instagram.com/coryxkenshin

Get some CORYXKENSHIN GEAR! ►
http://coryxkenshin.spreadshirt.com/
http://coryxkenshin.spreadshirt.co.uk/

Outro:
https://twitter.com/leedalangin - Animation!
https://www.youtube.com/user/MavAttackOfficial

Music:
https://www.youtube.com/user/myuuji
https://incompetech.com/music/royalty-free/music.html
KrpticUnknown: https://www.youtube.com/channel/UCN02STjig103n6Tdg077etA

-- SEND A BROTHA STUFFS --
PO BOX 3089
Farmington Hills, MI 48333

Jesus said to love one another and that we should be servants to each other, so I would ask that you all do that in the comment section. That means more to me than anything. Thank you.

~CK",CoryxKenshin,my channel is dead coryxkenshin cory kenshin vlog youtube views funny hilarious moments skit samurai 2018 lets player gaming,People & Blogs,908
35,48000,1362237,291877,"CAN THIS VIDEO GET 200,000 LIKES!?","follow: http://instagram.com/coryxkenshin

Thank you so much for the birthday love guys.

We Are The Samurai: https://www.youtube.com/channel/UCqiAnsPAIg9XGmaQ1DsY89Q",CoryxKenshin,can this video get 200000 likes coryxkenshin cory kenshin birthday funny hilarious vlog instagram twitter edits,People & Blogs,343
36,17000,1959704,164349,he had Non-Hodgekin's Lymphoma Cancer. He beat it and I got to meet him,"It has been the highest honor of my life to meet Ikaika who was affected with Non-Hodgkin's Lymphoma. Make-A-Wish contacted me because his wish was to meet me and I couldn't be more honored.

All clips used were approved by the family.

MUSIC
Beat 1: https://www.youtube.com/watch?v=_5h2Pau7sKU
Potsu - closing my eyes (feat. shiloh): https://www.youtube.com/watch?v=Bw6wugjLYU0",CoryxKenshin,ikaika non hodgkins lymphoma cancer survivor make a wish make a wish candidate meeting he had beat can got to meet him coryxkenshin cory kenshin emotional,People & Blogs,466
37,38000,9478906,330559,DO NOT CLICK THIS VIDEO. [SSS #003],"HALLOWEEN SPECIAL 2018.

3: https://www.youtube.com/watch?v=hskB8fVyjX4

Join The Samurai ► http://bit.ly/1vKSGtU
That Twitter Tho? ► https://twitter.com/coryxkenshin
Facebook ► https://www.facebook.com/CoryxKenshin
Instagram ► http://instagram.com/coryxkenshin

Get some CORYXKENSHIN GEAR! ►
http://coryxkenshin.spreadshirt.com/
http://coryxkenshin.spreadshirt.co.uk/

Outro:
https://twitter.com/leedalangin - Animation!
https://www.youtube.com/user/MavAttackOfficial

Music:
https://www.youtube.com/user/myuuji
https://incompetech.com/music/royalty-free/music.html
KrpticUnknown: https://www.youtube.com/channel/UCN02STjig103n6Tdg077etA

-- SEND A BROTHA STUFFS --
PO BOX 3089
Farmington Hills, MI 48333

Jesus said to love one another and that we should be servants to each other, so I would ask that you all do that in the comment section. That means more to me than anything. Thank you.

~CK",CoryxKenshin,happy halloween 2018 happy halloween spooky scary sundays do not click this video horror jumpscare huluween the hug reaction coryxkenshin cory kenshin carving llamaarts 2 disturbing stories trick or treat special halloween special,Entertainment,1388
38,17000,1911284,121503,inside of my MIND,"No music, no crazy editing, just me hanging out and talking with you.

Spidey Suit creator: https://ebay.com/usr/italianart732012",CoryxKenshin,coryxkenshin inside of my mind vlog youtuber mindset,People & Blogs,791
39,72000,20290640,511559,TIK TOK ADS,"Today.. we react to the most CRINGE Tik Tok ads/videos on the face of the earth.. 

Shoutout to slurr for the cringe comp: https://www.youtube.com/watch?v=kvb6RbIV7t0&t=28s
https://www.youtube.com/channel/UCkFZm5V4335cZn2eQTUqFJQ/featured

Join The Samurai ► http://bit.ly/1vKSGtU
That Twitter Tho? ► https://twitter.com/coryxkenshin
Facebook ► https://www.facebook.com/CoryxKenshin
Instagram ► http://instagram.com/coryxkenshin

Get some CORYXKENSHIN GEAR! ►
http://coryxkenshin.spreadshirt.com/
http://coryxkenshin.spreadshirt.co.uk/

Outro:
https://twitter.com/leedalangin - Animation!
https://www.youtube.com/user/MavAttackOfficial

Music:
https://www.youtube.com/user/myuuji
https://incompetech.com/music/royalty-free/music.html
KrpticUnknown: https://www.youtube.com/channel/UCN02STjig103n6Tdg077etA

-- SEND A BROTHA STUFFS --
PO BOX 3089
Farmington Hills, MI 48333

Jesus said to love one another and that we should be servants to each other, so I would ask that you all do that in the comment section. That means more to me than anything. Thank you.

~CK",CoryxKenshin,tik tok tik tok cringe compilation reaction funny hilarious 12 year old 14 twerking coryxkenshin cory kenshin musically musical.ly app old cringey tik tok ads,Entertainment,749
40,46000,1930870,171126,death,"Just wanted to get this off my chest. Thanks for bein a dope community.

Twitter       ► https://twitter.com/coryxkenshin
Instagram ► http://instagram.com/coryxkenshin",CoryxKenshin,death vlog my aunt passed away make your time count coryxkenshin cory kenshin message,People & Blogs,446
41,30000,8725643,378879,REACTING TO CORYXKENSHIN FAN EDITS (Yes these exist),"FOLLOW MY INSTAGRAM @coryxkenshin THESE ARE INCREDIBLE LOL

Join The Samurai ► http://bit.ly/1vKSGtU
That Twitter Tho? ► https://twitter.com/coryxkenshin
Facebook ► https://www.facebook.com/CoryxKenshin
Instagram ► http://instagram.com/coryxkenshin

Get some CORYXKENSHIN GEAR! ►
http://coryxkenshin.spreadshirt.com/
http://coryxkenshin.spreadshirt.co.uk/

Outro:
https://twitter.com/leedalangin - Animation!
https://www.youtube.com/user/MavAttackOfficial

Music:
https://www.youtube.com/user/myuuji
https://incompetech.com/music/royalty-free/music.html

-- SEND A BROTHA STUFFS --
PO BOX 3089
Farmington Hills, MI 48333

Jesus said to love one another and that we should be servants to each other, so I would ask that you all do that in the comment section. That means more to me than anything. Thank you.

~CK",CoryxKenshin,reacting to coryxkenshin fan edits instagram iphone ios funny hilarious moments reaction cory kenshin coryxkenshinedits musically IG follow,Comedy,752
42,16000,1417866,94005,BACK TO SCHOOL! (Tips and Tricks),u welcum,CoryxKenshin,back to school tips and tricks,People & Blogs,3
43,11000,2750924,146313,$200 Monitor vs $2000 Monitor (ACER Predator X27),"Thanks NVIDIA for sponsoring this video!~
To enter for a chance to win an awesome gaming PC, just watch the video for instructions! G-SYNC HDR — Experience Awesome: tear-free, stutter-free, 4K HDR, 27” Gaming Display by Acer, available now.
Learn More: https://nvda.ws/2NYcPIq
Buy now: https://www.acer.com/ac/en/GB/content/predator-series/predatorx27

Join The Samurai ► http://bit.ly/1vKSGtU
That Twitter Tho? ► https://twitter.com/coryxkenshin
Facebook ► https://www.facebook.com/CoryxKenshin
Instagram ► http://instagram.com/coryxkenshin

Get some CORYXKENSHIN GEAR! ►
http://coryxkenshin.spreadshirt.com/
http://coryxkenshin.spreadshirt.co.uk/

Outro:
https://twitter.com/leedalangin - Animation!
https://www.youtube.com/user/MavAttackOfficial

Music:
https://www.youtube.com/user/myuuji
https://incompetech.com/music/royalty-free/music.html

-- SEND A BROTHA STUFFS --
PO BOX 3089
Farmington Hills, MI 48333

Jesus said to love one another and that we should be servants to each other, so I would ask that you all do that in the comment section. That means more to me than anything. Thank you.

~CK",CoryxKenshin,shadow of war on best monitor playing gameplay testing predator x27 acer $2000 lets play coryxkenshin cory kenshin unboxing funny hilarious moments,Gaming,826
44,55000,11960758,498934,THE BEST CAKE EVER MADE. | Cooking With Kenshin #7 (3 Million Subscriber Special),"I spent over a week working on this- might be the most hours I've put editing into a single video (and I STILL don't feel its perfect yet) but you guys are worth all of it and more. Made some calls to my bros and they came through as well, so thanks to them. Thank you, my family, for 3 Million Subscribers. It is insane to me that we've reached such a monumental milestone. There is still so much work to be done, but today, WE EAT CAKE AND CELEBRATE.

Thanks so much to my bros for coming through:
Jay: https://www.youtube.com/user/thekubzscouts
Berleezy: https://www.youtube.com/user/berleezy
Ryan: https://www.youtube.com/channel/UCx8vbgWs666cAS7wsKos5sA
Dash: https://www.youtube.com/user/DashieGames
Poiised: https://www.youtube.com/user/POiiSEDsM
Brandon: https://www.youtube.com/channel/UCW38BrfQCOM2MaPJFzlaeJw

Join The Samurai ► http://bit.ly/1vKSGtU
That Twitter Tho? ► https://twitter.com/coryxkenshin
Facebook ► https://www.facebook.com/CoryxKenshin
Instagram ► http://instagram.com/coryxkenshin

Get some CORYXKENSHIN GEAR! ►
http://coryxkenshin.spreadshirt.com/
http://coryxkenshin.spreadshirt.co.uk/

Outro:
https://twitter.com/leedalangin - Animation!
https://www.youtube.com/user/MavAttackOfficial

Music:
https://www.youtube.com/user/myuuji
https://incompetech.com/music/royalty-free/music.html

-- SEND A BROTHA STUFFS --
PO BOX 3089
Farmington Hills, MI 48333

Jesus said to love one another and that we should be servants to each other, so I would ask that you all do that in the comment section. That means more to me than anything. Thank you.

~CK",CoryxKenshin,the best cake ever made cooking with kenshin part episode dessert oreo lasagna donut shake how to funny hilarious skit collab 3 millon subscribers special jay kubscoutz berleezy 8bitryan dashie poiised bangbangbrandon,Entertainment,1552
45,24000,2393491,109456,goodbye toys r us...,Had to go one last time.. for the culture...,CoryxKenshin,goodbye toys r us toys r us vlog final closing store funny hilarious moments coryxkenshin cory kenshin ck shutting down,People & Blogs,412
46,17000,947964,90319,Mental Health On YouTube,"Been a while since we just sat down and talked (sorry If I got a little rambly). Wanted to talk about an important topic. Stay positive, hold on to the light when it becomes dark all around you. If you or anyone you know is suffering from depression please talk to someone.

https://suicidepreventionlifeline.org/

Jesus said to love one another and that we should be servants to each other, so I would ask that you all do that in the comment section. That means more to me than anything. Thank you.

~CK",CoryxKenshin,mental health on youtube mental health on youtube stay positive vlog coryxkenshin cory kenshin video game disorder what suicide prevention,Gaming,816
